trip_id,corporation,route_code,origin,destination,distance_km,hour_of_day,day_of_week,is_peak_hour,weather_condition,traffic_density_index,passenger_occupancy_percent,actual_delay_mins,fuel_consumed_liters
TN-SLM-ERD-0346,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,23,6,0,Clear,0.35,47,14.8,31.6
TN-23C-0347,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,23,1,0,Monsoon_Heavy,0.85,41,53.6,8.2
TN-SLM-301-0348,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,11,3,0,Clear,0.57,34,21.5,22.4
TN-MDU-KODAI-0349,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,20,1,1,Fog,0.78,101,26.3,66.9
TN-MDU-RMS-0350,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,7,3,0,Monsoon_Heavy,0.62,55,45.4,83.8
TN-MDU-KODAI-0351,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,22,0,0,Clear,0.52,64,17.9,62.5
TN-23C-0352,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,12,5,0,Fog,0.36,71,13.3,7.2
TN-SETC-902X-0353,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,17,6,1,Clear,0.95,100,26.5,252.8
TN-D70-0354,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,21,5,0,Monsoon_Heavy,0.65,74,46.7,15.6
TN-MDU-RMS-0355,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,19,6,1,Fog,0.85,117,23.9,89.4
TN-SLM-ERD-0356,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,8,2,1,Rain,0.98,90,39.4,38.7
TN-5E-0357,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,16,2,0,Clear,0.4,43,13.7,7.8
TN-23C-0358,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,19,5,1,Fog,0.82,89,24.3,8.6
TN-23C-0359,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,5,6,0,Clear,0.49,73,18.9,8.1
TN-D70-0360,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,21,1,0,Monsoon_Heavy,0.47,65,39.9,14.8
TN-MDU-RMS-0361,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,10,1,1,Fog,0.87,110,23.4,89.2
TN-570-0362,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,19,4,1,Rain,0.9,98,37.9,22.5
TN-21G-0363,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,23,0,0,Monsoon_Heavy,0.48,50,38.2,9.0
TN-SLM-ERD-0364,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,21,5,0,Clear,0.47,69,14.6,32.3
TN-MDU-201-0365,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,19,4,1,Clear,0.91,104,32.6,6.4
TN-5E-0366,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,15,0,0,Clear,0.34,41,10.6,7.3
TN-MDU-RMS-0367,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,18,4,1,Clear,0.85,112,24.2,88.8
TN-SETC-902X-0368,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,10,4,1,Clear,0.83,93,23.6,246.1
TN-SETC-801X-0369,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,6,6,0,Clear,0.63,61,17.1,214.5
TN-TRY-SRM-0370,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,21,5,0,Rain,0.48,61,27.1,6.5
TN-SLM-ERD-0371,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,10,0,1,Monsoon_Heavy,0.91,99,51.9,36.9
TN-TRY-SRM-0372,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,14,1,0,Rain,0.55,61,30.4,5.4
TN-23C-0373,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,13,6,0,Monsoon_Heavy,0.77,53,50.0,8.4
TN-SLM-301-0374,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,22,1,0,Rain,0.35,71,26.3,20.2
TN-101A-0375,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,19,2,1,Clear,0.92,90,28.6,11.5
TN-D70-0376,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,11,6,0,Fog,0.46,52,18.5,15.0
TN-MDU-KODAI-0377,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,10,4,1,Clear,0.9,98,31.2,68.8
TN-TRY-SRM-0378,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,13,4,0,Monsoon_Heavy,0.48,75,39.0,6.1
TN-TRY-401-0379,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,8,1,1,Rain,0.98,102,46.2,31.9
TN-5E-0380,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,12,1,0,Fog,0.34,45,14.1,8.3
TN-SLM-ERD-0381,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,9,4,1,Fog,0.77,111,23.5,35.2
TN-21G-0382,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,17,4,1,Fog,0.77,108,24.2,10.5
TN-SETC-108X-0383,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,5,6,0,Fog,0.24,59,9.9,67.9
TN-21G-0384,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,22,3,0,Clear,0.64,43,20.7,9.8
TN-CBE-OOTY-0385,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,15,4,0,Monsoon_Heavy,0.46,61,42.9,45.1
TN-101A-0386,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,6,0,0,Fog,0.55,59,13.6,10.4
TN-11G-0387,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,19,3,1,Clear,0.96,112,27.6,9.0
TN-5E-0388,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,14,1,0,Clear,0.24,53,6.5,7.5
TN-SETC-902X-0389,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,10,0,1,Rain,0.96,99,41.7,253.5
TN-23C-0390,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,5,1,0,Rain,0.34,67,21.2,7.4
TN-70H-0391,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,5,5,0,Clear,0.57,57,20.3,8.1
TN-D70-0392,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,17,0,1,Fog,0.91,91,27.1,17.5
TN-5E-0393,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,17,6,1,Clear,0.87,128,24.4,9.3
TN-70H-0394,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,10,3,1,Clear,0.89,125,30.4,9.6
TN-SETC-801X-0395,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,19,6,1,Clear,0.72,91,19.9,218.8
TN-MDU-RMS-0396,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,16,3,0,Clear,0.56,45,16.3,81.0
TN-TRY-SRM-0397,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,14,6,0,Fog,0.21,72,11.2,5.0
TN-SETC-801X-0398,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,21,1,0,Fog,0.38,71,8.9,199.3
TN-D70-0399,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,20,3,1,Clear,0.76,125,25.1,16.2
TN-70H-0400,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,16,2,0,Clear,0.37,66,11.9,7.8
TN-11G-0401,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,20,6,1,Clear,0.7,89,18.1,7.6
TN-101A-0402,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,17,4,1,Clear,0.86,117,29.7,10.4
TN-MDU-RMS-0403,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,7,5,0,Monsoon_Heavy,0.64,39,43.7,83.3
TN-TRY-401-0404,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,11,6,0,Clear,0.44,55,15.5,28.5
TN-SETC-902X-0405,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,7,2,0,Fog,0.4,45,9.5,216.2
TN-MDU-KODAI-0406,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,8,3,1,Monsoon_Heavy,0.98,104,57.4,70.5
TN-11G-0407,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,8,0,1,Fog,0.74,85,20.7,8.9
TN-TRY-401-0408,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,21,6,0,Fog,0.32,53,7.7,27.5
TN-CBE-101-0409,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,8,6,1,Clear,0.79,112,23.1,6.0
TN-SETC-108X-0410,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,7,3,0,Rain,0.53,33,29.4,74.0
TN-MDU-201-0411,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,10,2,1,Clear,0.93,128,31.4,5.9
TN-TRY-401-0412,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,5,0,0,Clear,0.31,60,9.6,27.7
TN-11G-0413,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,6,4,0,Fog,0.53,56,14.9,7.3
TN-CBE-PLK-0414,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,13,6,0,Clear,0.46,37,15.3,24.3
TN-11G-0415,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,12,6,0,Monsoon_Heavy,0.84,55,47.8,8.3
TN-CBE-OOTY-0416,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,14,2,0,Clear,0.45,30,13.8,44.0
TN-CBE-OOTY-0417,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,12,3,0,Clear,0.47,61,20.1,45.1
TN-TRY-SRM-0418,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,12,1,0,Clear,0.62,31,17.7,5.9
TN-70H-0419,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,15,0,0,Fog,0.37,49,9.0,7.7
TN-D70-0420,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,18,3,1,Clear,0.95,94,31.9,16.3
TN-D70-0421,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,21,3,0,Fog,0.6,59,23.8,14.8
TN-23C-0422,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,21,1,0,Fog,0.57,34,19.4,6.8
TN-5E-0423,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,12,2,0,Clear,0.58,55,20.7,8.9
TN-CBE-PLK-0424,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,19,2,1,Clear,0.72,97,19.8,25.8
TN-23C-0425,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,9,0,1,Clear,0.82,105,25.3,8.1
TN-570-0426,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,19,2,1,Rain,0.87,92,35.9,22.4
TN-CBE-OOTY-0427,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,6,1,0,Clear,0.27,75,7.3,41.7
TN-TRY-401-0428,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,6,5,0,Clear,0.32,41,6.9,26.9
TN-SLM-301-0429,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,22,5,0,Monsoon_Heavy,0.51,59,38.2,22.1
TN-23C-0430,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,5,0,0,Clear,0.26,55,8.2,7.1
TN-SETC-902X-0431,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,7,4,0,Monsoon_Heavy,0.52,34,37.8,224.2
TN-SETC-902X-0432,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,19,6,1,Clear,0.72,100,19.7,239.0
TN-101A-0433,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,10,4,1,Rain,0.98,110,42.9,10.6
TN-MDU-KODAI-0434,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,10,2,1,Clear,0.94,102,27.7,70.1
TN-101A-0435,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,12,5,0,Clear,0.42,65,13.9,8.6
TN-MDU-RMS-0436,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,9,3,1,Clear,0.87,118,25.3,89.9
TN-TRY-SRM-0437,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,5,3,0,Fog,0.36,64,14.8,5.5
TN-SETC-108X-0438,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,21,2,0,Rain,0.42,31,24.5,71.0
TN-CBE-101-0439,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,6,6,0,Rain,0.54,67,34.2,7.1
TN-23C-0440,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,12,5,0,Clear,0.32,33,13.5,7.8
TN-SETC-108X-0441,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,17,2,1,Clear,0.75,100,22.4,79.0
TN-MDU-201-0442,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,23,0,0,Fog,0.52,66,17.7,5.8
TN-570-0443,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,20,4,1,Clear,0.75,87,20.3,20.7
TN-D70-0444,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,5,4,0,Rain,0.3,69,19.8,13.5
TN-11G-0445,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,15,0,0,Clear,0.27,75,13.4,7.6
TN-TRY-401-0446,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,16,0,0,Clear,0.52,72,16.2,28.0
TN-CBE-OOTY-0447,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,15,1,0,Clear,0.53,57,20.0,46.2
TN-SETC-902X-0448,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,15,1,0,Fog,0.64,74,24.2,233.1
TN-MDU-201-0449,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,12,5,0,Monsoon_Heavy,0.77,54,47.9,6.4
TN-5E-0450,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,10,5,1,Clear,0.95,121,29.0,10.3
TN-SETC-108X-0451,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,6,1,0,Monsoon_Heavy,0.54,69,40.2,74.2
TN-SLM-ERD-0452,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,9,2,1,Fog,0.72,107,27.4,34.8
TN-21G-0453,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,15,3,0,Clear,0.32,45,12.8,9.0
TN-23C-0454,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,5,0,0,Rain,0.5,56,32.7,8.1
TN-SLM-ERD-0455,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,17,2,1,Monsoon_Heavy,0.98,115,58.5,38.1
TN-D70-0456,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,10,3,1,Clear,0.91,87,27.0,16.5
TN-23C-0457,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,7,2,0,Clear,0.6,40,21.6,7.7
TN-21G-0458,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,15,4,0,Monsoon_Heavy,0.8,75,46.3,11.3
TN-11G-0459,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,18,1,1,Clear,0.73,98,27.7,8.0
TN-TRY-SRM-0460,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,22,2,0,Fog,0.33,45,7.8,5.5
TN-TRY-SRM-0461,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,20,1,1,Clear,0.79,112,21.5,7.0
TN-SETC-902X-0462,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,20,1,1,Clear,0.71,95,24.0,238.4
TN-SLM-ERD-0463,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,8,2,1,Rain,0.92,127,39.0,37.6
TN-MDU-RMS-0464,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,10,2,1,Rain,0.9,113,36.4,89.7
TN-CBE-101-0465,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,12,6,0,Clear,0.45,39,17.3,6.4
TN-21G-0466,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,16,6,0,Monsoon_Heavy,0.59,67,41.7,9.3
TN-MDU-RMS-0467,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,21,3,0,Monsoon_Heavy,0.71,60,48.5,84.8
TN-CBE-OOTY-0468,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,7,3,0,Fog,0.22,66,11.7,41.8
TN-SETC-801X-0469,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,9,0,1,Rain,0.84,95,42.9,227.3
TN-5E-0470,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,6,3,0,Clear,0.64,57,18.0,9.2
TN-5E-0471,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,13,2,0,Fog,0.61,34,16.1,8.7
TN-TRY-SRM-0472,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,15,6,0,Clear,0.43,30,17.0,6.1
TN-TRY-401-0473,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,18,0,1,Rain,0.84,121,39.5,31.8
TN-23C-0474,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,8,4,1,Clear,0.9,119,31.9,8.9
TN-CBE-101-0475,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,17,5,1,Rain,0.95,115,37.8,6.6
TN-5E-0476,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,17,0,1,Rain,0.98,106,44.6,8.7
TN-SLM-ERD-0477,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,13,2,0,Clear,0.35,49,10.3,32.4
TN-23C-0478,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,12,1,0,Clear,0.64,58,23.2,7.4
TN-MDU-KODAI-0479,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,7,1,0,Rain,0.4,56,27.7,60.1
TN-MDU-201-0480,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,6,4,0,Clear,0.23,75,8.5,4.6
TN-TRY-401-0481,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,23,0,0,Clear,0.29,42,13.2,26.4
TN-SLM-301-0482,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,6,2,0,Fog,0.29,53,13.1,20.2
TN-SETC-902X-0483,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,8,5,1,Clear,0.76,100,25.1,240.3
TN-SLM-ERD-0484,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,23,4,0,Clear,0.35,46,14.2,32.1
TN-CBE-OOTY-0485,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,5,3,0,Clear,0.27,66,12.1,41.5
TN-D70-0486,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,12,5,0,Clear,0.32,56,11.2,14.9
TN-70H-0487,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,20,1,1,Fog,0.75,85,21.5,8.7
TN-CBE-OOTY-0488,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,13,3,0,Rain,0.68,59,31.7,47.3
TN-TRY-401-0489,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,17,4,1,Clear,0.7,127,26.7,30.8
TN-TRY-SRM-0490,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,14,2,0,Fog,0.25,34,7.5,5.2
TN-CBE-PLK-0491,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,13,2,0,Fog,0.52,71,15.3,23.4
TN-D70-0492,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,6,6,0,Monsoon_Heavy,0.58,50,45.5,15.8
TN-SETC-902X-0493,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,20,2,1,Clear,0.94,100,28.7,252.1
TN-SETC-108X-0494,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,11,2,0,Fog,0.52,73,17.4,74.1
TN-MDU-201-0495,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,21,2,0,Clear,0.58,65,16.0,5.1
TN-5E-0496,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,13,5,0,Monsoon_Heavy,0.74,41,52.7,9.6
TN-SETC-902X-0497,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,7,1,0,Clear,0.3,49,9.8,211.0
TN-MDU-201-0498,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,13,4,0,Clear,0.41,37,13.5,6.1
TN-SETC-108X-0499,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,23,4,0,Clear,0.41,42,13.8,71.9
TN-MDU-RMS-0500,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,21,2,0,Rain,0.32,39,19.8,75.5
TN-MDU-KODAI-0501,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,23,3,0,Clear,0.34,75,8.8,57.8
TN-CBE-PLK-0502,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,10,2,1,Fog,0.72,113,21.1,25.8
TN-11G-0503,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,23,6,0,Clear,0.42,35,10.8,7.3
TN-MDU-KODAI-0504,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,17,3,1,Rain,0.9,87,40.8,69.1
TN-70H-0505,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,15,6,0,Monsoon_Heavy,0.49,73,36.7,8.4
TN-D70-0506,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,16,2,0,Clear,0.25,62,9.8,13.4
TN-101A-0507,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,14,2,0,Rain,0.63,68,32.6,9.8
TN-5E-0508,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,15,3,0,Clear,0.54,40,21.7,9.1
TN-MDU-RMS-0509,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,5,1,0,Clear,0.53,38,14.8,80.2
TN-TRY-401-0510,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,10,0,1,Clear,0.88,87,26.8,32.0
TN-TRY-SRM-0511,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,6,4,0,Clear,0.5,71,19.5,5.2
TN-23C-0512,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,18,3,1,Rain,0.83,101,38.2,7.5
TN-SETC-902X-0513,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,5,2,0,Rain,0.6,72,31.7,230.5
TN-5E-0514,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,18,6,1,Clear,0.83,124,23.0,8.5
TN-23C-0515,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,20,1,1,Monsoon_Heavy,0.95,101,58.0,9.1
TN-MDU-201-0516,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,18,2,1,Clear,0.71,116,26.5,6.3
TN-SLM-ERD-0517,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,15,1,0,Clear,0.21,35,11.5,31.0
TN-SLM-ERD-0518,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,9,0,1,Monsoon_Heavy,0.92,91,57.7,37.6
TN-SLM-301-0519,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,14,2,0,Rain,0.32,41,26.5,21.0
